county_name,cbp_small_biz_count,crunchbase_count,state_abbv,state_name
Brown County,1264,1,SD,South Dakota
St. Clair County,1266,2,AL,Alabama
Lee County,1266,0,NC,North Carolina
Wise County,1266,0,TX,Texas
Van Buren County,1268,0,MI,Michigan
Montrose County,1269,1,CO,Colorado
Henderson County,1274,1,TX,Texas
Jefferson County,1277,8,OH,Ohio
Scioto County,1278,3,OH,Ohio
Barron County,1278,0,WI,Wisconsin
Lamar County,1282,0,MS,Mississippi
Oxford County,1284,2,ME,Maine
Hamblen County,1285,0,TN,Tennessee
Dubois County,1286,1,IN,Indiana
Tuolumne County,1287,10,CA,California
Lincoln County,1292,0,SD,South Dakota
Newton County,1294,0,MO,Missouri
Stanly County,1298,1,NC,North Carolina
Nacogdoches County,1298,0,TX,Texas
Mercer County,1301,0,WV,West Virginia
Newton County,1302,0,GA,Georgia
Winchester city,1302,0,VA,Virginia
Butler County,1303,0,KS,Kansas
Sandusky County,1303,3,OH,Ohio
Door County,1303,1,WI,Wisconsin
Limestone County,1304,0,AL,Alabama
Chatham County,1304,10,NC,North Carolina
Clinton County,1305,0,MI,Michigan
Jackson County,1308,1,IL,Illinois
Pottawatomie County,1310,1,OK,Oklahoma
Wayne County,1310,0,PA,Pennsylvania
St. Mary Parish,1311,0,LA,Louisiana
Fredericksburg city,1311,5,VA,Virginia
Christian County,1312,0,KY,Kentucky
Sumter County,1317,1,FL,Florida
Columbia County,1318,2,FL,Florida
Madison County,1318,0,NE,Nebraska
Harrison County,1318,0,TX,Texas
Grant County,1319,3,IN,Indiana
Goodhue County,1321,0,MN,Minnesota
Jones County,1324,1,MS,Mississippi
Danville city,1327,1,VA,Virginia
Hancock County,1328,1,IN,Indiana
Eddy County,1333,0,NM,New Mexico
Caldwell County,1335,0,NC,North Carolina
Polk County,1335,0,OR,Oregon
Oneida County,1336,0,WI,Wisconsin
Blaine County,1338,1,ID,Idaho
Armstrong County,1338,2,PA,Pennsylvania
Douglas County,1340,0,MN,Minnesota
Walla Walla County,1341,1,WA,Washington
Genesee County,1343,6,NY,New York
Greenwood County,1344,2,SC,South Carolina
Sweetwater County,1345,1,WY,Wyoming
Queen Anne's County,1348,12,MD,Maryland
Pike County,1351,1,KY,Kentucky
Bedford County,1352,1,VA,Virginia
Orange County,1358,0,TX,Texas
Hunt County,1364,1,TX,Texas
Jefferson County,1367,4,AR,Arkansas
Fremont County,1367,1,WY,Wyoming
Columbia County,1368,2,PA,Pennsylvania
Bulloch County,1370,0,GA,Georgia
Haywood County,1374,1,NC,North Carolina
Columbia County,1376,0,WI,Wisconsin
Ravalli County,1378,2,MT,Montana
Kerr County,1380,1,TX,Texas
Creek County,1381,0,OK,Oklahoma
Boyd County,1383,1,KY,Kentucky
Bradford County,1390,1,PA,Pennsylvania
Lincoln County,1394,1,ME,Maine
Isabella County,1396,2,MI,Michigan
Kandiyohi County,1396,0,MN,Minnesota
Bonner County,1397,5,ID,Idaho
Cerro Gordo County,1397,5,IA,Iowa
Troup County,1400,1,GA,Georgia
Bennington County,1401,1,VT,Vermont
Camden County,1402,0,MO,Missouri
Franklin County,1404,1,WA,Washington
Augusta County,1405,0,VA,Virginia
York County,1406,0,VA,Virginia
Boone County,1409,4,IN,Indiana
Ohio County,1411,1,WV,West Virginia
Washington County,1412,3,OH,Ohio
Manassas city,1412,5,VA,Virginia
Madison County,1414,5,NY,New York
Rockingham County,1416,0,VA,Virginia
Williams County,1431,0,ND,North Dakota
Muskogee County,1433,0,OK,Oklahoma
Otsego County,1435,5,NY,New York
Chaves County,1441,1,NM,New Mexico
Frederick County,1441,2,VA,Virginia
Burke County,1443,4,NC,North Carolina
Clatsop County,1444,0,OR,Oregon
Oconee County,1444,0,SC,South Carolina
Pulaski County,1449,0,KY,Kentucky
Vermilion County,1456,3,IL,Illinois
Campbell County,1465,0,WY,Wyoming
Talbot County,1466,0,MD,Maryland
Emmet County,1467,5,MI,Michigan
St. Francois County,1473,0,MO,Missouri
Rice County,1477,4,MN,Minnesota
Belmont County,1487,0,OH,Ohio
Suffolk city,1490,0,VA,Virginia
Lowndes County,1493,0,MS,Mississippi
Lincoln County,1511,1,NC,North Carolina
White County,1513,0,AR,Arkansas
Anderson County,1517,7,TN,Tennessee
Walton County,1518,0,GA,Georgia
Wayne County,1525,1,IN,Indiana
Klamath County,1527,1,OR,Oregon
Umatilla County,1529,0,OR,Oregon
Pope County,1531,1,AR,Arkansas
Chippewa County,1550,0,WI,Wisconsin
Buffalo County,1555,2,NE,Nebraska
Pitkin County,1556,5,CO,Colorado
Harrisonburg city,1556,5,VA,Virginia
Carter County,1557,1,OK,Oklahoma
Watauga County,1560,8,NC,North Carolina
Saline County,1561,2,KS,Kansas
Lincoln County,1561,0,OR,Oregon
Riley County,1567,1,KS,Kansas
Coos County,1567,0,OR,Oregon
Berkeley County,1570,0,WV,West Virginia
Kings County,1571,3,CA,California
Lapeer County,1573,0,MI,Michigan
Franklin County,1582,1,MA,Massachusetts
Routt County,1589,3,CO,Colorado
Williamson County,1592,0,IL,Illinois
Douglas County,1593,1,NV,Nevada
St. Landry Parish,1597,0,LA,Louisiana
Harnett County,1605,3,NC,North Carolina
Allegany County,1609,2,MD,Maryland
Portage County,1611,0,WI,Wisconsin
Cattaraugus County,1622,4,NY,New York
Reno County,1627,1,KS,Kansas
Campbell County,1636,14,KY,Kentucky
Marquette County,1637,1,MI,Michigan
Nassau County,1646,5,FL,Florida
James City County,1646,0,VA,Virginia
Orangeburg County,1647,0,SC,South Carolina
Sandoval County,1648,6,NM,New Mexico
